seller,seller return rate,seller rating,Number of units sold,Number of Units Returned,brand,product type,listing price
15033,0,0.35,1,0,mac duggal,gown,419
15331,0,0.92,11,0,christian louboutin,louboutin belts,413
15541,0,0.41,1,0,jimmy choo,high heel sandals,683
15927,0,0.73,1,0,jimmy choo,high heel sandals,683
16231,0,0.41,1,0,wacoal,wacoal bikini,11
16310,0,0.36,1,0,wacoal,wacoal bikini,11
16640,0,0.73,1,0,bugaboo,strollers,944
17090,0,0.82,3,0,lafayette 148 new york,pants,244
17183,0,0.45,2,0,michael aram,condiment accessories,74
17373,0,0.37,1,0,yamazaki,home organization,14
17872,0,0.6,1,0,christian louboutin,booties,767
19837,0,0.79,1,0,theia,gown,487
322,0,0.5,1,0,alexis,dresses,417
1424,0,0.96,1,0,averie sleep,modern sleepwear,69
4300,0,0.32,13,0,trina turk,dresses,265
4579,0,0.76,2,0,lele sadoughi,hair accessories tiara,137
5697,0,0.76,1,0,moncler,polo,196
8156,0,0.82,1,0,g-star raw,trousers,105
11636,0,0.85,1,0,verve culture,kitchen tabletop barware,34
13437,0,0.72,2,0,nambe,dropship serveware,70
16519,0,0.5,2,0,ralph lauren purple label,knits (rtw),487
17012,0,0.41,1,0,herno,outerwear,585
17423,0,0.82,1,0,milly,dresses,277
17592,0,0.69,1,0,milly,dresses,277
18465,0,0.85,6,0,norma kamali,long coverup (swimwear),105
417,0,0.74,1,0,mother,straight,188
1280,0,0.99,2,0,mother,straight,188
1544,0,0.66,1,0,acqua di parma,colonia (fragrance),88
1576,0,0.5,1,0,acqua di parma,colonia (fragrance),93
1638,0,0.99,1,0,self-portrait,dresses,277
1691,0,0.98,4,0,chanel,chanel lips,32
1990,0,0.53,1,0,chanel,chanel lips,29
2449,0,0.54,1,0,lilly pulitzer kids,dress,83
2738,0,0.46,1,0,etro,etro scarves,242
2950,0,0.34,1,0,chanel,high heel sandals,963
3135,0,0.42,2,0,amanda uprichard,dresses,213
5468,0,0.44,2,0,misook,dresses,279
6829,0,0.73,3,0,rag & bone,shorts,137
7126,0,0.46,1,0,mac duggal,gown,349
7667,0,0.78,1,0,polo ralph lauren,tops,69
8345,0,0.75,28,0,bottega veneta,tall shaft boots,2240
8493,0,0.4,3,0,alexander wang,pants,455
9529,0,0.52,3,0,geox,dress shoes,49
11589,0,0.34,1,0,l'agence,knit,224
12669,0,0.73,2,0,lilly pulitzer,dresses,209
13084,0,0.47,2,0,comme des garcons play,comme des garcons (rtw),106
13133,0,0.47,5,0,a.l.c.,blouse,207
13705,0,0.74,1,0,casablanca,t-shirt,133
14113,0,0.75,2,0,cinq a sept,blouse,172
14197,0,0.4,1,0,robert graham,robert graham mens,139
14198,0,0.51,1,0,minnie rose,knit,216
14595,0,0.76,2,0,zimmermann,dresses,595
14602,0,0.93,5,0,zimmermann,dresses,595
15949,0,0.78,3,0,mestiza new york,cocktail dress,277
17078,0,0.99,1,0,likely,cocktail dress,314
17144,0,0.59,2,0,ugg,booties,126
17197,0,0.89,1,0,chiara boni la petite robe,cocktail dress,525
17563,0,0.39,1,0,farm rio,dresses,140
17990,0,0.95,4,0,kay unger,cocktail dress,195
18007,0,0.67,1,0,mvmt,mvmt timepieces,104
18613,0,0.39,1,0,carolina herrera,gown,4543
18953,0,0.44,4,0,roen,roen beauty,34
19355,0,0.58,4,0,reiss,pants,172
3042,0,0.75,1,0,saint laurent,ysl mp shoes,945
7428,0,0.41,1,0,farm rio,dresses,130
11141,0,0.63,2,0,farm rio,dresses,130
13031,0,0.72,1,0,lancome,foundation(cosmetics),30
15506,0,0.49,1,0,veronica beard,pants,279
15612,0,0.45,3,0,veronica beard,pants,279
15669,0,0.85,3,0,veronica beard,1 pc bathing suit,195
16583,0,0.73,5,0,saucony,sneakers,84
18200,0,0.52,2,0,saks fifth avenue,fashion sweater,174
18570,0,0.99,1,0,canada goose,canada goose (rtw),977
18833,0,0.67,1,0,hudson jeans,skirt,137
1526,0,0.38,1,0,zimmermann,dresses,525
2188,0,0.61,20,0,zimmermann,dresses,525
5895,0,0.95,1,0,burberry,t-shirt,357
6408,0,0.58,5,0,burberry,t-shirt,357
11948,0,0.6,2,0,burberry,t-shirt,357
14089,0,0.94,1,0,alice + olivia,jumpsuit,231
14814,0,0.66,2,0,amiri,sneakers,413
17416,0,0.92,1,0,onia,onia (beachwear),123
1649,0,0.93,1,0,mac duggal,gown,489
4127,0,0.55,1,0,saloni,dresses,508
4666,0,0.83,1,0,baobab,long coverup (swimwear),189
12530,0,0.96,20,0,moncler grenoble,sweatshirt,777
18255,0,0.75,4,0,books to bed,giftsets,41
3250,0,0.58,6,0,johnny was,accessories,28
3739,0,0.85,5,0,johnny was,accessories,28
3897,0,0.58,1,0,johnny was,accessories,28
4574,0,0.35,1,0,johnny was,accessories,28
4680,0,0.89,3,0,mll x splendid,blouse,104
5394,0,0.34,2,0,bailey 44,blouse,111
6414,0,0.58,3,0,mac duggal,gown,559
7592,0,0.86,3,0,mac duggal,gown,559
9054,0,0.61,1,0,saint laurent,ysl mp w clothing,2303
9055,0,0.65,1,0,simkhai,knit,263
9104,0,0.33,1,0,kobi halperin,pants,195
10192,0,0.7,2,0,kobi halperin,pants,195
12508,0,0.67,1,0,raynaud,dropship tabletop,116
12509,0,0.45,4,0,tutu du monde,girl dress,125
12555,0,0.7,2,0,cynthia rowley,dresses,333
13209,0,0.36,2,0,aquazzura,high heel sandals,487
13398,0,0.55,1,0,marchesa notte,evening skirt,347
14006,0,0.35,1,0,theory,knits,207
14128,0,0.4,1,0,atm anthony thomas melillo,dresses,158
14690,0,0.49,2,0,splendid,t-shirt,34
17083,0,0.48,1,0,faithfull the brand,dresses,202
18008,0,0.79,3,0,saint laurent,ysl mp m shoes,522
18978,0,0.38,1,0,alice + olivia,jumpsuit,308
19239,0,0.31,1,0,alice + olivia,jumpsuit,308
576,0,0.51,2,0,staub,dropship kitchenware,21
2863,0,0.42,2,0,staub,dropship kitchenware,21
3558,0,0.43,3,0,staub,dropship kitchenware,21
6009,0,0.9,1,0,weekend max mara,outerwear,662
9441,0,1,1,0,27 miles malibu,knits,242
15610,0,0.58,3,0,sandro,sandro rtw,259
346,0,0.99,22,0,tom ford,tom ford underwear,46
364,0,0.61,1,0,off-white,sneakers,214
1039,0,0.77,1,0,farm rio,dresses,112
1227,0,0.3,2,0,patbo,cocktail dress,438
1394,0,0.33,2,0,patbo,cocktail dress,438
1599,0,0.77,1,0,dawn levy,outerwear,347
1618,0,0.51,1,0,polo ralph lauren,tops,25
2788,0,0.92,1,0,alexandre de paris,alexandre hr acsrs,61
2804,0,0.71,2,0,alexandre de paris,alexandre hr acsrs,61
3534,0,0.66,1,0,andrea iyamah,1 pc bathing suit,119
3571,0,0.95,1,0,johnny was,dresses,139
5282,0,0.89,2,0,mestiza new york,cocktail dress,277
5616,0,0.31,1,0,cinq a sept,jacket,347
6263,0,0.33,3,0,cinq a sept,jacket,347
6611,0,0.91,1,0,twenty montreal,jumpsuit,130
7124,0,0.68,10,0,mac duggal,cocktail dress,419
7207,0,0.3,2,0,mac duggal,cocktail dress,419
7540,0,0.6,5,0,katie may,cocktail dress,235
7560,0,0.73,1,0,polo ralph lauren,polo knits,88
7769,0,0.76,1,0,slvrlake,crop,78
8061,0,0.64,1,0,valentino garavani,flat sandals,623
8099,0,0.8,1,0,balmain,boy bottoms,214
8702,0,0.59,1,0,rag & bone,flare,158
9036,0,0.88,1,0,rag & bone,flare,158
9547,0,0.76,6,0,ba&sh,jumpsuit,301
9636,0,0.34,3,0,teri jon by rickie freeman,gown,700
9916,0,0.88,3,0,teri jon by rickie freeman,gown,700
10570,0,0.33,43,0,bond no.9 new york,fidi (fragrance),322
11675,0,0.33,1,0,l'agence,blouse,164
11899,0,0.93,1,0,farm rio,long coverup (swimwear),137
12388,0,0.47,1,0,r13,denim,368
12459,0,0.31,4,0,moussy vintage,straight,228
14142,0,0.5,1,0,l'agence,dresses,277
14247,0,0.57,2,0,trina turk,tops,209
14478,0,1,4,0,trina turk,tops,209
14879,0,0.44,1,0,veronica beard,jacket,489
15497,0,0.33,3,0,dress the population,cocktail dress,202
15566,0,0.31,1,0,aje,blouse,207
15650,0,0.66,3,0,misook,blouse,188
15660,0,0.38,1,0,theia,cocktail dress,417
15943,0,0.87,1,0,theia,cocktail dress,417
16167,0,0.31,1,0,robert graham,robert graham mens,83
16433,0,0.62,1,0,robert graham,robert graham mens,83
16529,0,0.35,2,0,rag & bone,slides,277
16564,0,0.6,1,0,jade swim,1 pc bathing suit,154
16569,0,0.49,5,0,ramy brook,gown,480
16687,0,0.36,3,0,rag & bone,clogs (footwear),315
17104,0,0.5,1,0,rag & bone,clogs (footwear),315
17403,0,0.4,1,0,generation love,skirt,139
17441,0,0.85,1,0,jo malone london,jo colognes,88
17542,0,0.73,2,0,altuzarra,dresses,1817
17687,0,0.92,1,0,frame,blouse,202
17859,0,0.5,2,0,off-white,off white handbags,735
17931,0,0.86,1,0,isabel marant etoile,sweatshirt,221
18618,0,0.47,2,0,commando,commando/herlook (intimates),104
18879,0,0.83,1,0,aimee kestenberg,handbags and wallets,139
19096,0,0.86,2,0,free people,dresses,104
19199,0,0.88,1,0,sandro,sandro rtw,301
19334,0,0.91,4,0,ami paris,shorts,182
19338,0,0.48,2,0,johnny was,dresses,200
19416,0,0.75,1,0,lucky in love,skirt,49
19427,0,0.78,4,0,juan de dios,1 pc bathing suit,242
19670,0,0.56,1,0,santoni,dress casual (footwear),347
19703,0,0.74,6,0,bolin webb,mens grooming/shave,140
19805,0,0.7,6,0,johnny was,1 pc bathing suit,153
3686,0,0.38,1,0,johnny was,1 pc bathing suit,153
4018,0,0.92,2,0,classic prep,dress,102
9078,0,0.77,2,0,shinola,shinola belts,207
10070,0,0.96,1,0,brunello cucinelli,sweaters,592
12961,0,0.51,1,0,safavieh,decorative home,55
13752,0,0.88,2,0,solid & striped,cover up tops,118
14388,0,0.93,3,0,lafayette 148 new york,dresses,524
17418,0,0.82,1,0,camilla,girl swimwear,104
993,0,0.87,5,0,givenchy,high heel sandals,753
1815,0,0.9,1,0,frame,t-shirt,53
2993,0,0.87,6,0,hard tail,girl skirt,60
3310,0,0.91,1,0,nom maternity,dresses,90
6599,0,0.36,12,0,frame,straight,202
11299,0,0.63,72,0,tom ford,tom ford beauty face (cosmetic,105
13391,0,0.91,1,0,valimare,1 pc bathing suit,186
14304,0,0.68,2,0,valentino garavani,slides,343
17303,0,0.58,13,0,valentino garavani,slides,343
395,0,0.36,1,0,valentino garavani,slides,343
2228,0,0.65,13,0,valentino garavani,slides,343
4989,0,0.95,8,0,valentino garavani,slides,343
5171,0,0.57,2,0,akris punto,dresses,417
6251,0,0.55,16,0,akris punto,dresses,250
6252,0,0.3,8,0,mateo,mateo jewelry,175
10827,0,0.32,1,0,maria lucia hohan,cocktail,1187
12650,0,0.81,1,0,chiara boni la petite robe,gown,763
12851,0,0.79,3,0,shiseido,treatment,49
13335,0,0.95,1,0,christian louboutin,high heel sandals,592
14980,0,0.92,1,0,stuart weitzman,booties,487
18087,0,0.8,1,0,525 america,knits,69
19614,0,0.42,6,0,525 america,knits,69
11453,0,0.31,5,0,cinq a sept,skirt,347
12656,0,0.35,6,0,cinq a sept,skirt,347
17137,0,0.83,146,0,brunello cucinelli,booties,1117
1083,0,0.39,1,0,r h u d e,knits,210
14513,0,0.53,2,0,alice + olivia,pants,123
14984,0,0.79,1,0,moon boot,boots,105
16617,0,0.32,1,0,moon boot,boots,105
10859,0,0.87,10,0,andy & evan,2pc/3pc set (rtw),104
11628,0,0.68,1,0,nike,nike underwear,33
12356,0,0.37,37,0,chiara boni la petite robe,gown,907
15752,0,0.57,2,0,mac duggal,gown,251
16196,0,0.77,1,0,mac duggal,gown,251
16197,0,0.88,4,0,mac duggal,gown,251
17001,0,0.98,3,0,mac duggal,gown,251
1399,0,0.56,2,0,clinique,clinique treatment,20
1791,0,0.62,1,0,clinique,clinique treatment,20
1915,0,0.71,5,0,self-portrait,dresses,357
7666,0,0.56,4,0,jo malone london,jo home (fragrances),77
9344,0,0.52,5,0,jo malone london,jo home (fragrances),74
15979,0,0.52,1,0,jo malone london,jo home (fragrances),77
17623,0,0.69,1,0,jo malone london,jo home (fragrances),69
17919,0,0.73,2,0,triarchy,straight,174
18380,0,0.57,1,0,7 for all mankind,boyfriend (rtw),146
19613,0,0.64,11,0,moon boot,weather boot,105
834,0,0.88,1,0,ralph lauren collection,pants,1113
1463,0,0.94,2,0,la doublej,bathing suit top,130
3932,0,0.53,2,0,stone island,trousers,282
3933,0,0.3,1,0,stone island,knits,142
4884,0,0.95,1,0,stone island,sweatshirt,141
5023,0,0.87,2,0,il bisonte,il bisonte handbags,333
7788,0,0.94,3,0,cinq a sept,skirt,347
8719,0,0.4,14,0,cole haan,booties,196
8934,0,0.69,1,0,baby noomie x robyn blair,girl pajamas,32
8954,0,0.87,2,0,boss,skirt,174
9553,0,0.9,1,0,mac,mac foundation (color),27
11523,0,0.33,1,0,zimmermann,dresses,557
11608,0,0.95,1,0,zimmermann,dresses,557
13860,0,0.38,1,0,zimmermann,dresses,557
14707,0,0.43,1,0,zimmermann,dresses,371
14799,0,0.81,8,0,santoni,dress casual (footwear),417
15667,0,0.31,1,0,michael michael kors,dresses,158
15971,0,0.97,1,0,loro piana,drivers,718
16771,0,0.43,1,0,frame,blouse,186
16883,0,0.78,2,0,chloe,girl dress,167
5797,0,0.65,1,0,kobi halperin,tops,279
15638,0,0.91,1,0,kobi halperin,tops,279
2933,0,0.35,5,0,commando,commando/herlook (intimates),83
7548,0,0.55,4,0,burberry,lightweight scarves,273
9901,0,0.45,2,0,burberry,lightweight scarves,273
16402,0,0.38,2,0,burberry,lightweight scarves,273
19498,0,0.34,1,0,amur,dresses,489
14489,0,0.92,1,0,mac,mac cosmetics,25
14506,0,0.51,1,0,adriana iglesias,dresses,875
15626,0,0.77,1,0,adriana iglesias,dresses,875
16835,0,0.78,5,0,honorine,blouse,167
17963,0,0.51,1,0,see by chloe,ballet flats,186
18564,0,0.51,1,0,alexandre vauthier,dresses,1610
3516,0,0.79,1,0,mac duggal,gown,559
2749,0,0.43,503,0,chopard,bracelets,2450
4417,0,0.44,5,0,michael michael kors,dresses,179
13124,0,0.57,6,0,michael michael kors,dresses,179
15946,0,0.5,1,0,alexandre birman,flat sandals,277
110,0,0.92,1,0,la mer,la mer treatment,109
111,0,0.42,4,0,la mer,la mer treatment,116
435,0,0.45,7,0,la mer,la mer treatment,116
3306,0,0.96,1,0,la mer,la mer treatment,116
4391,0,0.38,4,0,la mer,la mer treatment,116
5030,0,0.95,4,0,la mer,la mer treatment,116
6969,0,0.85,1,0,rails,dresses,160
7867,0,0.39,1,0,polo ralph lauren,dresses,139
9495,0,0.3,3,0,astr the label,jacket,111
9681,0,0.72,1,0,7 for all mankind,shorts,90
12168,0,0.9,8,0,jonathan adler,decorative accessories,279
14389,0,0.81,1,0,veja,sneakers (footwear),91
16189,0,0.79,1,0,shani,cocktail dress,302
17910,0,0.93,1,0,shani,cocktail dress,302
18456,0,0.66,12,0,shani,cocktail dress,302
18542,0,0.77,1,0,marchesa,gown,2797
19674,0,0.58,3,0,my beachy side,cover up tops,135
878,0,0.94,4,0,alice + olivia,dresses,308
909,0,0.53,1,0,loeffler randall,high heel sandals,245
2784,0,0.54,21,0,self-portrait,dresses,378
5367,0,0.94,1,0,nic+zoe,blouse,90
5977,0,0.76,1,0,st. john,blouse,557
8925,0,0.76,1,0,velvet by graham & spencer,dresses,139
13027,0,0.43,4,0,tenoverten,tenoverten beauty,7
13987,0,0.82,1,0,tenoverten,tenoverten beauty,8
16631,0,0.73,1,0,tenoverten,tenoverten beauty,8
19323,0,0.39,4,0,giorgio armani,sportswear knits,298
5727,0,0.48,1,0,denimist,shorts,116
19468,0,0.62,2,0,chiara boni la petite robe,tops,277
2883,0,0.47,1,0,farm rio,dresses,151
3222,0,0.57,1,0,farm rio,dresses,151
4618,0,0.46,2,0,snapper rock,swimwear,32
4965,0,0.4,3,0,piazza sempione,skirt,277
6531,0,0.57,1,0,memo paris,memo fragrance,210
7557,0,0.56,1,0,bettina vermillon,high heel sandals,480
9232,0,0.53,1,0,gianvito rossi,high heel sandals,907
9260,0,0.82,2,0,staud,blouse,102
12957,0,0.32,106,0,camilla,jumpsuit,419
13076,0,0.87,2,0,lafayette 148 new york,dresses,1399
17514,0,0.3,1,0,free people,free people (int apparel),41
17591,0,0.5,1,0,ted baker,dresses,277
18372,0,0.71,1,0,cara cara,dresses,487
19494,0,0.49,1,0,cara cara,dresses,487
19538,0,0.91,2,0,new balance,sneakers,60
231,0,0.41,1,0,"nydj, plus size",blouse,62
1328,0,0.61,24,0,oscar de la renta,dresses,1393
3561,0,0.44,2,0,camilla,girl swimwear,104
4992,0,0.8,4,0,honey-can-do,home organization,34
6902,0,0.52,1,0,sorel,sneakers,112
7320,0,0.69,7,0,good american,pants,125
8447,0,0.4,4,0,d'estree,bracelets,102
9576,0,0.75,1,0,d'estree,bracelets,102
9608,0,0.69,8,0,workman publishing,books,11
9679,0,0.57,1,0,workman publishing,books,11
10584,0,0.58,2,0,nespresso by breville,dropship kitchenware,126
11756,0,0.42,5,0,l'agence,blouse,242
12840,0,0.94,5,0,l'agence,blouse,242
13402,0,0.9,1,0,ml monique lhuillier,cocktail dress,420
13443,0,0.33,1,0,ml monique lhuillier,cocktail dress,420
15570,0,0.77,5,0,wayf,blouse,76
15906,0,0.59,1,0,norma kamali,cocktail dress,151
16346,0,0.71,3,0,norma kamali,cocktail dress,151
16639,0,0.88,2,0,norma kamali,cocktail dress,151
16682,0,0.83,1,0,norma kamali,cocktail dress,151
16790,0,0.6,1,0,norma kamali,cocktail dress,151
19436,0,0.67,1,0,norma kamali,cocktail dress,151
19693,0,0.6,3,0,fendi,fendi belts,413
11406,0,0.3,1,0,fendi,fendi belts,413
1502,0,0.87,1,0,r13,denim,298
7378,0,0.76,11,0,tory burch,flat sandals,139
7379,0,0.93,1,0,kissy kissy,girl dress,37
9411,0,0.78,1,0,dsquared2,knit,298
10095,0,0.42,3,0,maison francis kurkdjian,mfk amyris fragrance,238
11988,0,0.54,1,0,maison francis kurkdjian,mfk amyris fragrance,238
13601,0,0.74,2,0,maison francis kurkdjian,mfk amyris fragrance,266
14440,0,0.83,3,0,maison francis kurkdjian,mfk amyris fragrance,238
14606,0,0.96,1,0,maison francis kurkdjian,mfk amyris fragrance,238
15270,0,0.36,1,0,maison francis kurkdjian,mfk amyris fragrance,266
18179,0,0.68,1,0,maison francis kurkdjian,mfk amyris fragrance,238
18534,0,0.31,1,0,frame,knit,130
5858,0,0.4,1,0,frame,knit,130
6441,0,0.68,7,0,frame,knit,123
10795,0,0.88,17,0,virtue,virtue haircare,27
11619,0,0.37,3,0,a.l.c.,dresses,347
14816,0,0.61,1,0,a.l.c.,dresses,347
152,0,1,3,0,polo ralph lauren,swim,56
643,0,0.81,1,0,sam.,outerwear,347
813,0,0.95,3,0,self-portrait,dresses,326
1778,0,0.35,2,0,rapport london,home improvement organization,56
1888,0,0.43,2,0,n:philanthropy,jumpsuit,111
2270,0,0.91,1,0,catherine regehr,gown,1750
2383,0,0.54,1,0,catherine regehr,gown,1750
2806,0,0.56,31,0,catherine regehr,gown,1750
3113,0,0.57,1,0,chiara boni la petite robe,gown,697
3830,0,0.65,1,0,chiara boni la petite robe,gown,697
4174,0,0.31,186,0,johnny was,jacket,263
5819,0,0.67,3,0,johnny was,jacket,263
6051,0,1,2,0,burberry,outerwear,945
6177,0,0.89,2,0,ralph lauren purple label,wovens (rtw),347
6423,0,0.33,19,0,proenza schouler,tops,1113
7023,0,0.41,5,0,benefit cosmetics,benefit brows,19
7752,0,0.64,1,0,burberry,flat sandals,202
8741,0,0.95,110,0,burberry,flat sandals,504
8799,0,0.99,1,0,rachel parcell,dresses,153
8811,0,0.7,1,0,brunello cucinelli,accessories,172
9378,0,0.36,1,0,stoney clover lane,non-clothing accessories,76
9407,0,0.34,1,0,zoe,girl dress,139
10637,0,0.92,26,0,mac duggal,gown,419
10682,0,0.39,2,0,polo ralph lauren,bottoms,35
10696,0,0.82,20,0,zwilling j.a. henckels,dropship kitchenware,105
11570,0,0.74,1,0,zwilling j.a. henckels,dropship kitchenware,105
12203,0,0.37,3,0,zwilling j.a. henckels,dropship kitchenware,105
12857,0,0.7,2,0,zwilling j.a. henckels,dropship kitchenware,105
13325,0,0.51,1,0,zwilling j.a. henckels,dropship kitchenware,105
13473,0,0.56,1,0,zwilling j.a. henckels,dropship kitchenware,105
13673,0,0.88,1,0,zwilling j.a. henckels,dropship kitchenware,105
14206,0,0.89,3,0,zwilling j.a. henckels,dropship kitchenware,105
14345,0,0.39,1,0,jimmy choo,wedges,385
14768,0,0.66,1,0,zimmermann,dresses,455
14842,0,0.59,5,0,kate spade new york,dresses,279
15320,0,0.31,7,0,frame,blouse,209
16553,0,0.76,2,0,frame,skinny,153
16763,0,0.75,1,0,frame,skinny,153
17220,0,0.3,2,0,l*space,bathing suit top,74
17261,0,0.33,5,0,kitchenaid,dropship kitchenware,49
17662,0,0.81,2,0,kitchenaid,dropship kitchenware,49
17676,0,0.7,12,0,basix,gown,385
17797,0,0.93,2,0,habitual kids,girl dress,41
19908,0,0.45,2,0,agolde,straight,228
1201,0,1,1,0,pistola,shorts,83
1543,0,0.56,2,0,loeffler randall,flat sandals,347
2963,0,0.92,5,0,baum und pferdgarten,knits,160
5328,0,0.65,3,0,gucci,flat sandals,511
8976,0,0.62,2,0,bronx and banco,cocktail dress,455
11138,0,0.67,1,0,zwilling j.a. henckels,dropship kitchenware,45
13148,0,0.99,1,0,zwilling j.a. henckels,dropship kitchenware,45
15291,0,0.41,2,0,zwilling j.a. henckels,dropship kitchenware,45
17913,0,0.53,1,0,zwilling j.a. henckels,dropship kitchenware,45
18114,0,0.3,1,0,zwilling j.a. henckels,dropship kitchenware,45
18334,0,0.55,1,0,zwilling j.a. henckels,dropship kitchenware,45
18769,0,0.41,3,0,zwilling j.a. henckels,dropship kitchenware,45
1700,0,0.95,1,0,zwilling j.a. henckels,dropship kitchenware,45
10930,0,0.65,2,0,zwilling j.a. henckels,dropship kitchenware,45
14779,0,0.75,9,0,zwilling j.a. henckels,dropship kitchenware,45
15767,0,0.75,1,0,zwilling j.a. henckels,dropship kitchenware,21
2983,0,0.63,1,0,zwilling j.a. henckels,dropship kitchenware,45
2437,0,0.65,6,0,zwilling j.a. henckels,dropship kitchenware,21
3173,0,0.62,1,0,zwilling j.a. henckels,dropship kitchenware,45
4663,0,0.42,6,0,zwilling j.a. henckels,dropship kitchenware,45
5531,0,0.8,1,0,zwilling j.a. henckels,dropship kitchenware,21
5878,0,0.62,5,0,zwilling j.a. henckels,dropship kitchenware,45
5898,0,0.66,2,0,zwilling j.a. henckels,dropship kitchenware,45
6022,0,0.76,4,0,zwilling j.a. henckels,dropship kitchenware,21
6397,0,1,1,0,zwilling j.a. henckels,dropship kitchenware,45
6584,0,0.64,10,0,zwilling j.a. henckels,dropship kitchenware,45
6790,0,0.58,1,0,zwilling j.a. henckels,dropship kitchenware,45
6996,0,1,1,0,zwilling j.a. henckels,dropship kitchenware,45
7849,0,0.87,1,0,525 america,knits,118
8228,0,1,1,0,mille,dresses,294
9247,0,0.97,3,0,mille,dresses,294
11405,0,0.65,2,0,simone rocha,dresses,483
11510,0,0.57,8,0,l'agence,blouse,266
12716,0,0.34,7,0,l'agence,blouse,266
12955,0,0.54,4,0,rag & bone,t-shirt,88
13056,0,0.69,3,0,alejandra alonso rojas,blouse,767
15400,0,0.54,13,0,alejandra alonso rojas,blouse,767
16019,0,0.77,1,0,ronny kobo,knits,202
16928,0,0.75,1,0,chiara boni la petite robe,cocktail dress,525
16929,0,0.39,3,0,teri jon by rickie freeman,gown,581
17366,0,0.81,1,0,lavish alice,cocktail dress,102
17643,0,0.61,2,0,toteme,tops,308
18100,0,0.73,22,0,rhode,dresses,347
15283,0,0.92,2,0,cinq a sept,blouse,242
17400,0,0.64,1,0,saint laurent,denim,1155
5988,0,0.83,2,0,frame,t-shirt,109
273,0,0.41,505,0,balmain,jacket,2237
375,0,0.86,1,0,camilla,tops,314
445,0,0.36,1,0,apparis,outerwear,305
1063,0,0.31,1,0,apparis,outerwear,305
1591,0,0.38,1,0,en saison,dresses,80
1752,0,1,1,0,en saison,dresses,80
1753,0,0.5,1,0,en saison,dresses,80
1935,0,0.61,4,0,alexander mcqueen,knit,315
2039,0,0.98,8,0,balmain,knit,315
3351,0,0.59,6,0,norma kamali,gown,158
